2024-10-07 17:28:16,325 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,0.1,2022
2024-10-07 17:28:16,327 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 17:28:16,328 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:28:16,415 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 17:28:16,416 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:28:16,417 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 17:28:16,625 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 17:28:16,849 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:28:18,047 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2626, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6510, 0.3482, 0.6813, param: [4.14843583 9.52724086 4.95510366 8.8621961 ], weights: [0.33003072 0.33042461 0.33954466], train_wt_loss:  40.3003, val_wt_loss: 36.7878, train_grp_loss: [11.73152113 15.90071696 11.15160157], val_grp_loss: [10.61699614 14.91775387 11.26897761], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6813, max_kl_dist_index: 2, max_train_grp_loss:  15.9007, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9178, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:26,200 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  68, train_loss:  13.4347, val_loss:  12.2725, grad_norm: 0.0076, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6588, 0.3522, 0.6901, param: [4.10547162 9.44830572 5.01650831 9.05399013], weights: [0.20298472 0.24650701 0.55050827], train_wt_loss:  40.3040, val_wt_loss: 36.8175, train_grp_loss: [11.72307433 15.91761591 11.13538817], val_grp_loss: [10.59565733 14.96375835 11.27420562], train_hist_grp_loss: [ 6.61518753  8.55778486 16.59230045], cur_train_grp_loss: [0.09455666 0.1233741  0.23694444], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6901, max_kl_dist_index: 2, max_train_grp_loss:  15.9176, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9638, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2369, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:27,219 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  69, train_loss:  13.4347, val_loss:  12.2730, grad_norm: 0.0077, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6591, 0.3524, 0.6905, param: [4.10398147 9.44881004 5.01663322 9.05871897], weights: [0.20125262 0.24510969 0.55363768], train_wt_loss:  40.3041, val_wt_loss: 36.8190, train_grp_loss: [11.72107099 15.92003464 11.13436738], val_grp_loss: [10.59372127 14.96768878 11.27367837], train_hist_grp_loss: [ 6.70972846  8.68117723 16.8292236 ], cur_train_grp_loss: [0.09454092 0.12339237 0.23692315], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6905, max_kl_dist_index: 2, max_train_grp_loss:  15.9200, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9677, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2369, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:28,221 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  70, train_loss:  13.4348, val_loss:  12.2735, grad_norm: 0.0079, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6594, 0.3526, 0.6908, param: [4.10246644 9.44935738 5.01673276 9.06349796], weights: [0.19952712 0.24371115 0.55676173], train_wt_loss:  40.3043, val_wt_loss: 36.8204, train_grp_loss: [11.71901651 15.92251529 11.13332648], val_grp_loss: [10.59174199 14.97171146 11.27313584], train_hist_grp_loss: [ 6.80425322  8.80458835 17.06612504], cur_train_grp_loss: [0.09452477 0.12341112 0.23690143], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6908, max_kl_dist_index: 2, max_train_grp_loss:  15.9225, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9717, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2369, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:29,203 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  71, train_loss:  13.4348, val_loss:  12.2740, grad_norm: 0.0081, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6596, 0.3528, 0.6912, param: [4.10092656 9.44994738 5.01680683 9.06832667], weights: [0.19780832 0.24231153 0.55988016], train_wt_loss:  40.3045, val_wt_loss: 36.8219, train_grp_loss: [11.71691119 15.9250577  11.13226568], val_grp_loss: [10.5897198  14.97582612 11.27257819], train_hist_grp_loss: [ 6.89876142  8.9280187  17.30300432], cur_train_grp_loss: [0.0945082  0.12343035 0.23687929], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6912, max_kl_dist_index: 2, max_train_grp_loss:  15.9251, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9758, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2369, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:30,190 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  72, train_loss:  13.4349, val_loss:  12.2745, grad_norm: 0.0083, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6599, 0.3530, 0.6916, param: [4.09936187 9.45057971 5.01685533 9.07320467], weights: [0.1960963  0.24091098 0.56299272], train_wt_loss:  40.3046, val_wt_loss: 36.8235, train_grp_loss: [11.71475535 15.92766173 11.13118517], val_grp_loss: [10.58765501 14.98003248 11.2720056 ], train_hist_grp_loss: [ 6.99325264  9.05146876 17.53986104], cur_train_grp_loss: [0.09449122 0.12345006 0.23685672], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6916, max_kl_dist_index: 2, max_train_grp_loss:  15.9277, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9800, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2369, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:31,189 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  73, train_loss:  13.4349, val_loss:  12.2750, grad_norm: 0.0086, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6602, 0.3532, 0.6919, param: [4.0977724  9.451254   5.01687818 9.07813151], weights: [0.19439117 0.23950965 0.56609918], train_wt_loss:  40.3048, val_wt_loss: 36.8251, train_grp_loss: [11.71254932 15.93032722 11.13008517], val_grp_loss: [10.58554795 14.98433024 11.27141825], train_hist_grp_loss: [ 7.08772647  9.17493901 17.77669477], cur_train_grp_loss: [0.09447383 0.12347025 0.23683373], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6919, max_kl_dist_index: 2, max_train_grp_loss:  15.9303, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9843, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2368, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:32,183 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  74, train_loss:  13.4350, val_loss:  12.2756, grad_norm: 0.0088, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6605, 0.3534, 0.6923, param: [4.09615818 9.45196988 5.01687526 9.08310673], weights: [0.19269302 0.2381077  0.56919928], train_wt_loss:  40.3050, val_wt_loss: 36.8267, train_grp_loss: [11.71029341 15.933054   11.1289659 ], val_grp_loss: [10.58339895 14.98871911 11.27081633], train_hist_grp_loss: [ 7.18218252  9.29842992 18.01350509], cur_train_grp_loss: [0.09445604 0.12349091 0.23681032], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6923, max_kl_dist_index: 2, max_train_grp_loss:  15.9331, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9887, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2368, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:33,163 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  75, train_loss:  13.4351, val_loss:  12.2761, grad_norm: 0.0090, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6607, 0.3537, 0.6927, param: [4.09451927 9.452727   5.0168465  9.08812988], weights: [0.19100194 0.23670527 0.57229279], train_wt_loss:  40.3052, val_wt_loss: 36.8283, train_grp_loss: [11.70798797 15.93584189 11.12782755], val_grp_loss: [10.58120835 14.99319878 11.27020002], train_hist_grp_loss: [ 7.27662037  9.42194197 18.2502916 ], cur_train_grp_loss: [0.09443785 0.12351205 0.23678651], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6927, max_kl_dist_index: 2, max_train_grp_loss:  15.9358, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9932, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2368, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:34,142 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  76, train_loss:  13.4351, val_loss:  12.2767, grad_norm: 0.0093, live_grad: 0.0000, reward_err: 0.0034, 0.0314, 0.0014, KL_dist: 0.6610, 0.3539, 0.6931, param: [4.0928557  9.45352497 5.01679181 9.09320047], weights: [0.18931804 0.2353025  0.57537946], train_wt_loss:  40.3054, val_wt_loss: 36.8300, train_grp_loss: [11.70563334 15.93869073 11.12667037], val_grp_loss: [10.57897651 14.9977689  11.26956951], train_hist_grp_loss: [ 7.37103962  9.54547562 18.48705389], cur_train_grp_loss: [0.09441926 0.12353366 0.23676229], max_reward_err:  0.0314, max_reward_err_index: 1, max_kl_dist:  0.6931, max_kl_dist_index: 2, max_train_grp_loss:  15.9387, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9978, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2368, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:35,136 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  77, train_loss:  13.4352, val_loss:  12.2772, grad_norm: 0.0095, live_grad: 0.0000, reward_err: 0.0034, 0.0319, 0.0014, KL_dist: 0.6613, 0.3541, 0.6934, param: [4.09116752 9.45436342 5.0167111  9.09831801], weights: [0.18764138 0.23389955 0.57845906], train_wt_loss:  40.3057, val_wt_loss: 36.8317, train_grp_loss: [11.70322989 15.94160033 11.12549457], val_grp_loss: [10.57670376 15.00242916 11.268925  ], train_hist_grp_loss: [ 7.46543989  9.66903137 18.72379155], cur_train_grp_loss: [0.09440027 0.12355574 0.23673767], max_reward_err:  0.0319, max_reward_err_index: 1, max_kl_dist:  0.6934, max_kl_dist_index: 2, max_train_grp_loss:  15.9416, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0024, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2367, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:36,124 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  78, train_loss:  13.4353, val_loss:  12.2778, grad_norm: 0.0098, live_grad: 0.0000, reward_err: 0.0034, 0.0323, 0.0014, KL_dist: 0.6616, 0.3543, 0.6938, param: [4.08945478 9.45524197 5.01660429 9.103482  ], weights: [0.18597208 0.23249656 0.58153136], train_wt_loss:  40.3059, val_wt_loss: 36.8335, train_grp_loss: [11.70077796 15.94457049 11.12430037], val_grp_loss: [10.57439048 15.0071792  11.26826668], train_hist_grp_loss: [ 7.55982078  9.79260966 18.9605042 ], cur_train_grp_loss: [0.09438089 0.1235783  0.23671265], max_reward_err:  0.0323, max_reward_err_index: 1, max_kl_dist:  0.6938, max_kl_dist_index: 2, max_train_grp_loss:  15.9446, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0072, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2367, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:37,114 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  79, train_loss:  13.4354, val_loss:  12.2784, grad_norm: 0.0101, live_grad: 0.0000, reward_err: 0.0034, 0.0326, 0.0014, KL_dist: 0.6619, 0.3546, 0.6942, param: [4.08771752 9.45616022 5.01647129 9.10869195], weights: [0.18431021 0.23109368 0.58459611], train_wt_loss:  40.3061, val_wt_loss: 36.8353, train_grp_loss: [11.69827794 15.94760102 11.12308802], val_grp_loss: [10.57203703 15.01201866 11.26759477], train_hist_grp_loss: [ 7.65418189  9.91621098 19.19719145], cur_train_grp_loss: [0.09436111 0.12360132 0.23668724], max_reward_err:  0.0326, max_reward_err_index: 1, max_kl_dist:  0.6942, max_kl_dist_index: 2, max_train_grp_loss:  15.9476, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0120, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2367, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:38,100 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  80, train_loss:  13.4355, val_loss:  12.2790, grad_norm: 0.0104, live_grad: 0.0000, reward_err: 0.0034, 0.0326, 0.0014, KL_dist: 0.6622, 0.3548, 0.6946, param: [4.0859558  9.45711779 5.01631204 9.11394732], weights: [0.18265586 0.22969104 0.5876531 ], train_wt_loss:  40.3064, val_wt_loss: 36.8371, train_grp_loss: [11.69573019 15.95069172 11.12185775], val_grp_loss: [10.56964379 15.01694718 11.26690945], train_hist_grp_loss: [ 7.74852284 10.0398358  19.43385289], cur_train_grp_loss: [0.09434095 0.12362481 0.23666145], max_reward_err:  0.0326, max_reward_err_index: 1, max_kl_dist:  0.6946, max_kl_dist_index: 2, max_train_grp_loss:  15.9507, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0169, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2367, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:39,084 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  81, train_loss:  13.4355, val_loss:  12.2797, grad_norm: 0.0107, live_grad: 0.0000, reward_err: 0.0034, 0.0326, 0.0014, KL_dist: 0.6625, 0.3550, 0.6951, param: [4.08416968 9.45811428 5.01612645 9.11924759], weights: [0.18100911 0.22828879 0.5907021 ], train_wt_loss:  40.3066, val_wt_loss: 36.8390, train_grp_loss: [11.69313511 15.95384238 11.1206098 ], val_grp_loss: [10.56721113 15.02196438 11.26621094], train_hist_grp_loss: [ 7.84284325 10.16348457 19.67048816], cur_train_grp_loss: [0.0943204  0.12364877 0.23663527], max_reward_err:  0.0326, max_reward_err_index: 1, max_kl_dist:  0.6951, max_kl_dist_index: 2, max_train_grp_loss:  15.9538, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0220, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2366, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:40,065 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  82, train_loss:  13.4356, val_loss:  12.2803, grad_norm: 0.0110, live_grad: 0.0000, reward_err: 0.0034, 0.0326, 0.0014, KL_dist: 0.6628, 0.3553, 0.6955, param: [4.08235921 9.45914929 5.01591446 9.12459222], weights: [0.17937004 0.22688708 0.59374288], train_wt_loss:  40.3069, val_wt_loss: 36.8409, train_grp_loss: [11.69049309 15.95705278 11.11934441], val_grp_loss: [10.56473945 15.02706987 11.26549945], train_hist_grp_loss: [ 7.93714272 10.28715777 19.90709688], cur_train_grp_loss: [0.09429948 0.1236732  0.23660872], max_reward_err:  0.0326, max_reward_err_index: 1, max_kl_dist:  0.6955, max_kl_dist_index: 2, max_train_grp_loss:  15.9571, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0271, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2366, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:41,056 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  83, train_loss:  13.4357, val_loss:  12.2809, grad_norm: 0.0113, live_grad: 0.0000, reward_err: 0.0034, 0.0326, 0.0014, KL_dist: 0.6631, 0.3555, 0.6959, param: [4.08052444 9.46022241 5.015676   9.12998067], weights: [0.17773874 0.22548604 0.59677522], train_wt_loss:  40.3072, val_wt_loss: 36.8428, train_grp_loss: [11.68780453 15.9603227  11.11806183], val_grp_loss: [10.56222913 15.03226325 11.26477519], train_hist_grp_loss: [ 8.03142089 10.41085585 20.14367868], cur_train_grp_loss: [0.09427817 0.12369808 0.2365818 ], max_reward_err:  0.0326, max_reward_err_index: 1, max_kl_dist:  0.6959, max_kl_dist_index: 2, max_train_grp_loss:  15.9603, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0323, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2366, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:42,036 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  84, train_loss:  13.4358, val_loss:  12.2816, grad_norm: 0.0117, live_grad: 0.0000, reward_err: 0.0034, 0.0326, 0.0014, KL_dist: 0.6634, 0.3558, 0.6963, param: [4.07866545 9.46133323 5.01541099 9.13541237], weights: [0.17611529 0.22408581 0.5997989 ], train_wt_loss:  40.3075, val_wt_loss: 36.8448, train_grp_loss: [11.68506984 15.96365191 11.1167623 ], val_grp_loss: [10.55968059 15.0375441  11.26403838], train_hist_grp_loss: [ 8.12567738 10.53457928 20.38023319], cur_train_grp_loss: [0.09425649 0.12372343 0.23655451], max_reward_err:  0.0326, max_reward_err_index: 1, max_kl_dist:  0.6963, max_kl_dist_index: 2, max_train_grp_loss:  15.9637, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0375, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2366, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:43,024 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  85, train_loss:  13.4359, val_loss:  12.2823, grad_norm: 0.0120, live_grad: 0.0000, reward_err: 0.0034, 0.0329, 0.0014, KL_dist: 0.6637, 0.3560, 0.6967, param: [4.0767823  9.46248134 5.01511939 9.14088676], weights: [0.17449976 0.22268652 0.60281371], train_wt_loss:  40.3078, val_wt_loss: 36.8468, train_grp_loss: [11.68228942 15.96704019 11.11544609], val_grp_loss: [10.55709422 15.04291201 11.26328923], train_hist_grp_loss: [ 8.21991182 10.65832852 20.61676004], cur_train_grp_loss: [0.09423443 0.12374924 0.23652686], max_reward_err:  0.0329, max_reward_err_index: 1, max_kl_dist:  0.6967, max_kl_dist_index: 2, max_train_grp_loss:  15.9670, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0429, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2365, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:44,003 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  86, train_loss:  13.4360, val_loss:  12.2829, grad_norm: 0.0124, live_grad: 0.0000, reward_err: 0.0034, 0.0329, 0.0014, KL_dist: 0.6640, 0.3563, 0.6972, param: [4.07487504 9.46366632 5.01480113 9.14640326], weights: [0.17289223 0.22128833 0.60581944], train_wt_loss:  40.3081, val_wt_loss: 36.8488, train_grp_loss: [11.67946371 15.97048728 11.11411344], val_grp_loss: [10.55447043 15.04836654 11.26252797], train_hist_grp_loss: [ 8.31412383 10.78210403 20.8532589 ], cur_train_grp_loss: [0.09421201 0.12377551 0.23649885], max_reward_err:  0.0329, max_reward_err_index: 1, max_kl_dist:  0.6972, max_kl_dist_index: 2, max_train_grp_loss:  15.9705, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0484, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2365, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:44,990 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  87, train_loss:  13.4361, val_loss:  12.2836, grad_norm: 0.0127, live_grad: 0.0000, reward_err: 0.0034, 0.0329, 0.0014, KL_dist: 0.6643, 0.3565, 0.6976, param: [4.07294376 9.46488775 5.01445615 9.15196128], weights: [0.17129278 0.21989135 0.60881587], train_wt_loss:  40.3084, val_wt_loss: 36.8509, train_grp_loss: [11.67659314 15.97399294 11.11276462], val_grp_loss: [10.55180965 15.05390726 11.26175482], train_hist_grp_loss: [ 8.40831305 10.90590626 21.0897294 ], cur_train_grp_loss: [0.09418922 0.12380223 0.2364705 ], max_reward_err:  0.0329, max_reward_err_index: 1, max_kl_dist:  0.6976, max_kl_dist_index: 2, max_train_grp_loss:  15.9740, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0539, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2365, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:45,964 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  88, train_loss:  13.4363, val_loss:  12.2843, grad_norm: 0.0131, live_grad: 0.0000, reward_err: 0.0034, 0.0329, 0.0014, KL_dist: 0.6646, 0.3568, 0.6981, param: [4.07098853 9.46614522 5.0140844  9.15756024], weights: [0.16970147 0.21849573 0.61180281], train_wt_loss:  40.3088, val_wt_loss: 36.8530, train_grp_loss: [11.67367813 15.97755692 11.11139989], val_grp_loss: [10.5491123  15.0595337  11.26097001], train_hist_grp_loss: [ 8.50247913 11.02973566 21.3261712 ], cur_train_grp_loss: [0.09416607 0.1238294  0.2364418 ], max_reward_err:  0.0329, max_reward_err_index: 1, max_kl_dist:  0.6981, max_kl_dist_index: 2, max_train_grp_loss:  15.9776, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0595, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2364, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:47,011 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  89, train_loss:  13.4364, val_loss:  12.2851, grad_norm: 0.0135, live_grad: 0.0000, reward_err: 0.0034, 0.0329, 0.0014, KL_dist: 0.6650, 0.3571, 0.6985, param: [4.06900941 9.46743829 5.01368583 9.16319952], weights: [0.16811837 0.21710159 0.61478004], train_wt_loss:  40.3091, val_wt_loss: 36.8552, train_grp_loss: [11.67071913 15.98117896 11.11001951], val_grp_loss: [10.5463788  15.06524541 11.26017375], train_hist_grp_loss: [ 8.59662169 11.15359269 21.56258396], cur_train_grp_loss: [0.09414257 0.12385703 0.23641276], max_reward_err:  0.0329, max_reward_err_index: 1, max_kl_dist:  0.6985, max_kl_dist_index: 2, max_train_grp_loss:  15.9812, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0652, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2364, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:47,997 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  90, train_loss:  13.4365, val_loss:  12.2858, grad_norm: 0.0139, live_grad: 0.0000, reward_err: 0.0034, 0.0329, 0.0014, KL_dist: 0.6653, 0.3573, 0.6990, param: [4.06700649 9.46876653 5.01326041 9.16887852], weights: [0.16654356 0.21570908 0.61774737], train_wt_loss:  40.3095, val_wt_loss: 36.8573, train_grp_loss: [11.66771659 15.98485879 11.10862375], val_grp_loss: [10.5436096 15.0710419 11.2593663], train_hist_grp_loss: [ 8.69074039 11.2774778  21.79896735], cur_train_grp_loss: [0.0941187  0.12388511 0.23638339], max_reward_err:  0.0329, max_reward_err_index: 1, max_kl_dist:  0.6990, max_kl_dist_index: 2, max_train_grp_loss:  15.9849, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0710, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2364, max_cur_train_grp_loss_index: 2, 
