2024-09-17 14:50:27,038 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:198] - INFO: Logging to log_rdpo/2024_09_17_14_50_24/swapped_noise1.0_[1,1,1]_2021
2024-09-17 14:50:27,040 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: (IB) Seed: 2021
2024-09-17 14:50:27,041 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Data: 300
2024-09-17 14:50:27,214 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:296] - INFO: MLE reward loss: 0.3566, l2 distance: 29.5613, acc: 0.82.
2024-09-17 14:50:27,215 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-09-17 14:50:27,216 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: MLE reward parameter: [12.9300958   5.57206545 13.55993407  6.18568546]
2024-09-17 14:50:27,450 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:313] - INFO: Learned oracle reward: 3.5203, 3.8700, 3.1356
2024-09-17 14:50:27,867 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1297] - INFO: unique_group_ids: {0, 1, 2}
2024-09-17 14:50:28,492 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  0, train_loss:  0.0017, val_loss:  0.0005, grad_norm: 0.0310, live_grad: 0.0000, reward_err: 0.1132, 0.0010, 0.0692, KL_dist: 0.2104, 0.0058, 0.1125, param: [2.9868533  1.21238081 2.67089149 0.51614833], weights: [0.33374103 0.33272764 0.33353132], train_wt_loss:  0.5107, val_wt_loss: 0.5256, train_grp_loss: [0.64781343 0.34361164 0.58492129], val_grp_loss: [0.6346728  0.35784096 0.59480549], train_hist_grp_loss: [0.64786126 0.343753   0.58500575], cur_train_grp_loss: [0.64786126 0.343753   0.58500575], max_reward_err:  0.1132, max_reward_err_index: 0, max_kl_dist:  0.2104, max_kl_dist_index: 0, max_train_grp_loss:  0.6478, max_train_grp_loss_index: 0, max_val_grp_loss:  0.6347, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.6479, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:37,492 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  15500, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0266, live_grad: 0.0000, reward_err: 0.0517, 0.0293, 0.0200, KL_dist: 1.0394, 0.8931, 0.9016, param: [9.14281665 7.14003856 7.64216562 7.35575693], weights: [8.25742656e-01 1.74256932e-01 4.11681453e-07], train_wt_loss:  0.5811, val_wt_loss: 0.4332, train_grp_loss: [0.47416931 0.42073392 0.3474836 ], val_grp_loss: [0.45165943 0.3140241  0.37566637], train_hist_grp_loss: [7616.65292533 7461.07769125 6165.49854027], cur_train_grp_loss: [0.47417576 0.42071098 0.34748922], max_reward_err:  0.0517, max_reward_err_index: 0, max_kl_dist:  1.0394, max_kl_dist_index: 0, max_train_grp_loss:  0.4742, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4517, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4742, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:40,292 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  15600, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0267, live_grad: 0.0000, reward_err: 0.0517, 0.0295, 0.0200, KL_dist: 1.0411, 0.8976, 0.9039, param: [9.1469295  7.16572522 7.64560868 7.38509021], weights: [8.33075857e-01 1.66923777e-01 3.65937021e-07], train_wt_loss:  0.5814, val_wt_loss: 0.4339, train_grp_loss: [0.47343899 0.42337894 0.34687939], val_grp_loss: [0.45093236 0.31579201 0.37509621], train_hist_grp_loss: [7664.0350744  7503.27633262 6200.2176729 ], cur_train_grp_loss: [0.47344709 0.42334918 0.34688583], max_reward_err:  0.0517, max_reward_err_index: 0, max_kl_dist:  1.0411, max_kl_dist_index: 0, max_train_grp_loss:  0.4734, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4509, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4734, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:43,103 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  15700, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0269, live_grad: 0.0000, reward_err: 0.0509, 0.0295, 0.0195, KL_dist: 1.0425, 0.9026, 0.9059, param: [9.14831053 7.19550243 7.64642241 7.41867879], weights: [8.39652341e-01 1.60347334e-01 3.25011153e-07], train_wt_loss:  0.5815, val_wt_loss: 0.4343, train_grp_loss: [0.47255556 0.42666431 0.34619918], val_grp_loss: [0.45005913 0.31802406 0.37445257], train_hist_grp_loss: [7711.33642564 7545.77186283 6234.87252692], cur_train_grp_loss: [0.47256508 0.42662856 0.34620633], max_reward_err:  0.0509, max_reward_err_index: 0, max_kl_dist:  1.0425, max_kl_dist_index: 0, max_train_grp_loss:  0.4726, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4501, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4726, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:45,916 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  15800, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0271, live_grad: 0.0000, reward_err: 0.0509, 0.0295, 0.0195, KL_dist: 1.0436, 0.9079, 0.9079, param: [9.1473534  7.22879849 7.64498768 7.45591268], weights: [8.45428145e-01 1.54571567e-01 2.88439869e-07], train_wt_loss:  0.5815, val_wt_loss: 0.4346, train_grp_loss: [0.4715417  0.43050636 0.34545463], val_grp_loss: [0.44906151 0.32066078 0.37374671], train_hist_grp_loss: [7758.54278701 7588.62418942 6269.45607707], cur_train_grp_loss: [0.47155241 0.43046546 0.34546235], max_reward_err:  0.0509, max_reward_err_index: 0, max_kl_dist:  1.0436, max_kl_dist_index: 0, max_train_grp_loss:  0.4715, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4491, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4716, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:48,726 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  15900, train_loss:  0.0014, val_loss:  0.0004, grad_norm: 0.0273, live_grad: 0.0000, reward_err: 0.0507, 0.0299, 0.0194, KL_dist: 1.0445, 0.9137, 0.9098, param: [9.144453   7.26503404 7.64168689 7.49617499], weights: [8.50378524e-01 1.49621221e-01 2.55799608e-07], train_wt_loss:  0.5814, val_wt_loss: 0.4347, train_grp_loss: [0.47042028 0.4348201  0.34465748], val_grp_loss: [0.44796143 0.32364176 0.37298996], train_hist_grp_loss: [7805.64224779 7631.884781   6303.96247061], cur_train_grp_loss: [0.47043195 0.43477491 0.34466568], max_reward_err:  0.0507, max_reward_err_index: 0, max_kl_dist:  1.0445, max_kl_dist_index: 0, max_train_grp_loss:  0.4704, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4480, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4704, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:51,519 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16000, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0275, live_grad: 0.0000, reward_err: 0.0498, 0.0305, 0.0188, KL_dist: 1.0452, 0.9197, 0.9117, param: [9.14000069 7.30363057 7.63689917 7.53885051], weights: [8.54493045e-01 1.45506728e-01 2.26702234e-07], train_wt_loss:  0.5811, val_wt_loss: 0.4346, train_grp_loss: [0.46921398 0.43951996 0.34381939], val_grp_loss: [0.44678066 0.32690602 0.37219359], train_hist_grp_loss: [7852.62517766 7675.59657413 6338.38702656], cur_train_grp_loss: [0.46922639 0.43947133 0.34382794], max_reward_err:  0.0498, max_reward_err_index: 0, max_kl_dist:  1.0452, max_kl_dist_index: 0, max_train_grp_loss:  0.4692, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4468, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4692, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:54,318 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16100, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0277, live_grad: 0.0000, reward_err: 0.0491, 0.0305, 0.0182, KL_dist: 1.0458, 0.9260, 0.9135, param: [9.13438109 7.34401627 7.63099715 7.58333145], weights: [8.57771299e-01 1.42228501e-01 2.00791746e-07], train_wt_loss:  0.5808, val_wt_loss: 0.4344, train_grp_loss: [0.46794506 0.44452019 0.34295172], val_grp_loss: [0.4455405  0.33039224 0.37136855], train_hist_grp_loss: [7899.48419489 7719.7939361  6372.72621589], cur_train_grp_loss: [0.46795799 0.44446898 0.34296051], max_reward_err:  0.0491, max_reward_err_index: 0, max_kl_dist:  1.0458, max_kl_dist_index: 0, max_train_grp_loss:  0.4679, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4455, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4680, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:57,116 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16200, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0280, live_grad: 0.0000, reward_err: 0.0482, 0.0311, 0.0176, KL_dist: 1.0464, 0.9324, 0.9153, param: [9.12797031 7.38562967 7.62434506 7.62902101], weights: [8.60219381e-01 1.39780441e-01 1.77742017e-07], train_wt_loss:  0.5803, val_wt_loss: 0.4341, train_grp_loss: [0.46663516 0.44973509 0.34206547], val_grp_loss: [0.44426169 0.33403893 0.37052548], train_hist_grp_loss: [7946.21411403 7764.50266058 6406.97762885], cur_train_grp_loss: [0.4666484  0.44968216 0.34207439], max_reward_err:  0.0482, max_reward_err_index: 0, max_kl_dist:  1.0464, max_kl_dist_index: 0, max_train_grp_loss:  0.4666, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4443, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4666, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:57:59,931 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16300, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0282, live_grad: 0.0000, reward_err: 0.0482, 0.0311, 0.0176, KL_dist: 1.0470, 0.9390, 0.9172, param: [9.12113496 7.42792159 7.61729782 7.67533525], weights: [8.61847224e-01 1.38152619e-01 1.57255065e-07], train_wt_loss:  0.5799, val_wt_loss: 0.4337, train_grp_loss: [0.46530526 0.45507915 0.34117121], val_grp_loss: [0.44296425 0.33778444 0.36967456], train_hist_grp_loss: [7992.81188135 7809.73998029 6441.13993419], cur_train_grp_loss: [0.46531859 0.45502535 0.34118016], max_reward_err:  0.0482, max_reward_err_index: 0, max_kl_dist:  1.0470, max_kl_dist_index: 0, max_train_grp_loss:  0.4653, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4430, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4653, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:58:02,726 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16400, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0285, live_grad: 0.0000, reward_err: 0.0482, 0.0311, 0.0176, KL_dist: 1.0476, 0.9456, 0.9191, param: [9.11423182 7.470356   7.61020059 7.72170392], weights: [8.62666767e-01 1.37333094e-01 1.39059562e-07], train_wt_loss:  0.5794, val_wt_loss: 0.4332, train_grp_loss: [0.46397559 0.4604671  0.34027904], val_grp_loss: [0.44166749 0.34156697 0.36882556], train_hist_grp_loss: [8039.27650424 7855.51458794 6475.21283444], cur_train_grp_loss: [0.46398882 0.46041328 0.34028792], max_reward_err:  0.0482, max_reward_err_index: 0, max_kl_dist:  1.0476, max_kl_dist_index: 0, max_train_grp_loss:  0.4640, max_train_grp_loss_index: 0, max_val_grp_loss:  0.4417, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4640, max_cur_train_grp_loss_index: 0, 
2024-09-17 14:58:05,506 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16500, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0287, live_grad: 0.0000, reward_err: 0.0482, 0.0318, 0.0176, KL_dist: 1.0483, 0.9522, 0.9210, param: [9.10760776 7.51241036 7.60338872 7.76757077], weights: [8.62690946e-01 1.37308931e-01 1.22909398e-07], train_wt_loss:  0.5789, val_wt_loss: 0.4326, train_grp_loss: [0.46266567 0.46581397 0.33939859], val_grp_loss: [0.44038999 0.34532471 0.36798777], train_hist_grp_loss: [8085.6089784  7901.82666344 6509.19701951], cur_train_grp_loss: [0.46267861 0.46576099 0.33940731], max_reward_err:  0.0482, max_reward_err_index: 0, max_kl_dist:  1.0483, max_kl_dist_index: 0, max_train_grp_loss:  0.4658, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4404, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4658, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:08,310 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16600, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0290, live_grad: 0.0000, reward_err: 0.0477, 0.0318, 0.0173, KL_dist: 1.0491, 0.9588, 0.9230, param: [9.10159955 7.55357576 7.5971876  7.81239378], weights: [8.61933449e-01 1.38066442e-01 1.08582220e-07], train_wt_loss:  0.5784, val_wt_loss: 0.4320, train_grp_loss: [0.46139429 0.47103528 0.33853906], val_grp_loss: [0.43914961 0.34899588 0.36717007], train_hist_grp_loss: [8131.81221481 7948.66791206 6543.09412059], cur_train_grp_loss: [0.46140675 0.47098396 0.33854752], max_reward_err:  0.0477, max_reward_err_index: 0, max_kl_dist:  1.0491, max_kl_dist_index: 0, max_train_grp_loss:  0.4710, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4391, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4710, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:11,113 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16700, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0292, live_grad: 0.0000, reward_err: 0.0469, 0.0322, 0.0168, KL_dist: 1.0500, 0.9652, 0.9251, param: [9.09653341 7.5933575  7.59191224 7.85564593], weights: [8.60409192e-01 1.39590712e-01 9.58779106e-08], train_wt_loss:  0.5780, val_wt_loss: 0.4314, train_grp_loss: [0.4601795  0.47604729 0.33770917], val_grp_loss: [0.43796345 0.352519   0.36638088], train_hist_grp_loss: [8177.89096677 7996.02162455 6576.90666472], cur_train_grp_loss: [0.46019131 0.47599848 0.33771729], max_reward_err:  0.0469, max_reward_err_index: 0, max_kl_dist:  1.0500, max_kl_dist_index: 0, max_train_grp_loss:  0.4760, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4380, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4760, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:13,904 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16800, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0294, live_grad: 0.0000, reward_err: 0.0460, 0.0328, 0.0162, KL_dist: 1.0511, 0.9714, 0.9273, param: [9.09272379 7.63127641 7.58786621 7.89681681], weights: [8.58135446e-01 1.41864470e-01 8.46170053e-08], train_wt_loss:  0.5777, val_wt_loss: 0.4307, train_grp_loss: [0.45903857 0.48076755 0.3369172 ], val_grp_loss: [0.43684789 0.35583332 0.3656282 ], train_hist_grp_loss: [8223.85175523 8043.86277664 6610.63802998], cur_train_grp_loss: [0.45904956 0.48072206 0.33692491], max_reward_err:  0.0460, max_reward_err_index: 0, max_kl_dist:  1.0511, max_kl_dist_index: 0, max_train_grp_loss:  0.4808, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4368, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4807, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:16,697 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  16900, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0296, live_grad: 0.0000, reward_err: 0.0456, 0.0332, 0.0160, KL_dist: 1.0524, 0.9773, 0.9295, param: [9.09047146 7.66687135 7.58533976 7.93541556], weights: [8.55133562e-01 1.44866363e-01 7.46390877e-08], train_wt_loss:  0.5774, val_wt_loss: 0.4301, train_grp_loss: [0.45798798 0.48511563 0.33617099], val_grp_loss: [0.43581849 0.35887936 0.36491959], train_hist_grp_loss: [8269.70278953 8092.15819099 6644.2924002 ], cur_train_grp_loss: [0.45799799 0.48507425 0.3361782 ], max_reward_err:  0.0456, max_reward_err_index: 0, max_kl_dist:  1.0524, max_kl_dist_index: 0, max_train_grp_loss:  0.4851, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4358, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4851, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:19,506 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17000, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0298, live_grad: 0.0000, reward_err: 0.0456, 0.0332, 0.0160, KL_dist: 1.0540, 0.9829, 0.9318, param: [9.09006038 7.69970321 7.58460704 7.9709755 ], weights: [8.51431187e-01 1.48568747e-01 6.58011704e-08], train_wt_loss:  0.5772, val_wt_loss: 0.4295, train_grp_loss: [0.45704323 0.48901419 0.33547785], val_grp_loss: [0.43488988 0.36159983 0.36426213], train_hist_grp_loss: [8315.45387906 8140.86679018 6677.8747175 ], cur_train_grp_loss: [0.45705211 0.48897768 0.3354845 ], max_reward_err:  0.0456, max_reward_err_index: 0, max_kl_dist:  1.0540, max_kl_dist_index: 0, max_train_grp_loss:  0.4890, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4349, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4890, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:22,304 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17100, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0299, live_grad: 0.0000, reward_err: 0.0456, 0.0332, 0.0160, KL_dist: 1.0557, 0.9881, 0.9343, param: [9.09175345 7.7293606  7.58592196 8.00306055], weights: [8.47064839e-01 1.52935103e-01 5.79760968e-08], train_wt_loss:  0.5772, val_wt_loss: 0.4289, train_grp_loss: [0.45621871 0.49239041 0.33484458], val_grp_loss: [0.43407566 0.36394064 0.36366237], train_hist_grp_loss: [8361.11633033 8189.939973   6711.39063041], cur_train_grp_loss: [0.45622632 0.49235945 0.3348506 ], max_reward_err:  0.0456, max_reward_err_index: 0, max_kl_dist:  1.0557, max_kl_dist_index: 0, max_train_grp_loss:  0.4924, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4341, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4924, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:25,090 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17200, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0300, live_grad: 0.0000, reward_err: 0.0456, 0.0334, 0.0160, KL_dist: 1.0577, 0.9928, 0.9367, param: [9.09578699 7.75546743 7.58951309 8.03127379], weights: [8.42082657e-01 1.57917291e-01 5.10509856e-08], train_wt_loss:  0.5772, val_wt_loss: 0.4284, train_grp_loss: [0.45552744 0.49517768 0.33427731], val_grp_loss: [0.4333881  0.36585228 0.36312625], train_hist_grp_loss: [8406.70282338 8239.32214805 6744.84643485], cur_train_grp_loss: [0.45553366 0.49515292 0.33428264], max_reward_err:  0.0456, max_reward_err_index: 0, max_kl_dist:  1.0577, max_kl_dist_index: 0, max_train_grp_loss:  0.4952, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4334, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4952, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:27,925 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17300, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0301, live_grad: 0.0000, reward_err: 0.0452, 0.0334, 0.0157, KL_dist: 1.0599, 0.9970, 0.9393, param: [9.10236405 7.77769226 7.5955772  8.05526778], weights: [8.36547074e-01 1.63452881e-01 4.49257350e-08], train_wt_loss:  0.5774, val_wt_loss: 0.4278, train_grp_loss: [0.45498078 0.49731772 0.33378144], val_grp_loss: [0.43283793 0.36729142 0.36265897], train_hist_grp_loss: [8452.22726081 8288.95145769 6778.24900498], cur_train_grp_loss: [0.4549855  0.49729969 0.33378603], max_reward_err:  0.0452, max_reward_err_index: 0, max_kl_dist:  1.0599, max_kl_dist_index: 0, max_train_grp_loss:  0.4973, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4328, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4973, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:30,719 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17400, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0302, live_grad: 0.0000, reward_err: 0.0452, 0.0334, 0.0157, KL_dist: 1.0625, 1.0007, 0.9420, param: [9.11164675 7.7957592  7.60427207 8.07475659], weights: [8.30537076e-01 1.69462884e-01 3.95116040e-08], train_wt_loss:  0.5776, val_wt_loss: 0.4274, train_grp_loss: [0.45458806 0.49876283 0.33336145], val_grp_loss: [0.43243399 0.3682226  0.36226489], train_hist_grp_loss: [8497.7045837  8338.76071957 6811.60571092], cur_train_grp_loss: [0.4545912  0.49875195 0.33336526], max_reward_err:  0.0452, max_reward_err_index: 0, max_kl_dist:  1.0625, max_kl_dist_index: 0, max_train_grp_loss:  0.4988, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4324, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4988, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:33,512 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17500, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0302, live_grad: 0.0000, reward_err: 0.0452, 0.0334, 0.0157, KL_dist: 1.0653, 1.0038, 0.9447, param: [9.12374818 7.8094598  7.61570869 8.08952873], weights: [8.24149720e-01 1.75850245e-01 3.47298826e-08], train_wt_loss:  0.5779, val_wt_loss: 0.4269, train_grp_loss: [0.45435617 0.49947828 0.33302078], val_grp_loss: [0.43218283 0.36862007 0.36194732], train_hist_grp_loss: [8543.15054918 8388.67860316 6844.9243207 ], cur_train_grp_loss: [0.45435768 0.49947481 0.33302378], max_reward_err:  0.0452, max_reward_err_index: 0, max_kl_dist:  1.0653, max_kl_dist_index: 0, max_train_grp_loss:  0.4995, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4322, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4995, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:36,300 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17600, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0302, live_grad: 0.0000, reward_err: 0.0452, 0.0334, 0.0157, KL_dist: 1.0683, 1.0063, 0.9475, param: [9.1387243  7.81866521 7.62994351 8.0994603 ], weights: [8.17500499e-01 1.82499470e-01 3.05106635e-08], train_wt_loss:  0.5782, val_wt_loss: 0.4265, train_grp_loss: [0.45428918 0.49944461 0.33276159], val_grp_loss: [0.43208834 0.36846953 0.36170836], train_hist_grp_loss: [8588.58146723 8438.63104306 6878.2128845 ], cur_train_grp_loss: [0.45428902 0.49944868 0.33276378], max_reward_err:  0.0452, max_reward_err_index: 0, max_kl_dist:  1.0683, max_kl_dist_index: 0, max_train_grp_loss:  0.4994, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4321, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4994, max_cur_train_grp_loss_index: 1, 
2024-09-17 14:58:39,093 - /Users/noesis/Projects/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1523] - INFO: Iteration:  17700, train_loss:  0.0015, val_loss:  0.0004, grad_norm: 0.0301, live_grad: 0.0000, reward_err: 0.0452, 0.0334, 0.0157, KL_dist: 1.0717, 1.0082, 0.9504, param: [9.15656671 7.82333754 7.6469715  8.10452694], weights: [8.10722267e-01 1.89277706e-01 2.67917266e-08], train_wt_loss:  0.5785, val_wt_loss: 0.4260, train_grp_loss: [0.4543879  0.4986597  0.33258463], val_grp_loss: [0.43215141 0.36776961 0.36154872], train_hist_grp_loss: [8634.01389662 8488.54287101 6911.47960025], cur_train_grp_loss: [0.4543861  0.49867123 0.332586  ], max_reward_err:  0.0452, max_reward_err_index: 0, max_kl_dist:  1.0717, max_kl_dist_index: 0, max_train_grp_loss:  0.4987, max_train_grp_loss_index: 1, max_val_grp_loss:  0.4322, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.4987, max_cur_train_grp_loss_index: 1, 
